timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W]
2026/09/23 17:06:27.432, 42129, 46068, 92, 278.11
2026/09/23 17:06:28.439, 42129, 46068, 91, 276.60
2026/09/23 17:06:29.454, 42129, 46068, 75, 286.93
2026/09/23 17:06:30.461, 42129, 46068, 92, 314.94
2026/09/23 17:06:31.493, 42129, 46068, 62, 301.30
2026/09/23 17:06:32.510, 42129, 46068, 95, 312.02
2026/09/23 17:06:33.512, 42129, 46068, 94, 341.89
2026/09/23 17:06:34.514, 42129, 46068, 94, 349.01
2026/09/23 17:06:35.517, 42129, 46068, 84, 303.49
2026/09/23 17:06:36.520, 42129, 46068, 94, 318.98
2026/09/23 17:06:37.523, 42129, 46068, 87, 328.48
2026/09/23 17:06:38.526, 42129, 46068, 87, 327.94
2026/09/23 17:06:39.527, 42129, 46068, 95, 325.06
2026/09/23 17:06:40.529, 42129, 46068, 90, 314.51
2026/09/23 17:06:41.531, 42129, 46068, 95, 328.53
2026/09/23 17:06:42.533, 42129, 46068, 87, 325.37
2026/09/23 17:06:43.537, 42129, 46068, 89, 311.49
2026/09/23 17:06:44.539, 42129, 46068, 93, 322.64
2026/09/23 17:06:45.541, 42129, 46068, 100, 343.44
2026/09/23 17:06:46.544, 42129, 46068, 95, 308.37
2026/09/23 17:06:47.546, 42129, 46068, 95, 315.64
2026/09/23 17:06:48.547, 42129, 46068, 96, 344.23
2026/09/23 17:06:49.550, 42129, 46068, 89, 336.44
2026/09/23 17:06:50.551, 42129, 46068, 91, 323.23
2026/09/23 17:06:51.553, 42129, 46068, 92, 310.27
2026/09/23 17:06:52.554, 42129, 46068, 91, 339.17
2026/09/23 17:06:53.556, 42129, 46068, 91, 330.66
2026/09/23 17:06:54.557, 42129, 46068, 92, 325.86
2026/09/23 17:06:55.560, 42129, 46068, 90, 316.42
2026/09/23 17:06:56.561, 42129, 46068, 93, 307.85
2026/09/23 17:06:57.563, 42129, 46068, 96, 324.29
2026/09/23 17:06:58.564, 42129, 46068, 93, 316.69
2026/09/23 17:06:59.566, 42129, 46068, 96, 308.51
2026/09/23 17:07:00.568, 42129, 46068, 91, 326.83
2026/09/23 17:07:01.569, 42129, 46068, 96, 309.70
2026/09/23 17:07:02.571, 42129, 46068, 95, 334.66
2026/09/23 17:07:03.574, 42129, 46068, 92, 325.10
2026/09/23 17:07:04.575, 42129, 46068, 92, 330.92
2026/09/23 17:07:05.578, 42129, 46068, 96, 332.59
2026/09/23 17:07:06.580, 42129, 46068, 94, 323.78
2026/09/23 17:07:07.582, 42129, 46068, 92, 324.16
2026/09/23 17:07:08.583, 42129, 46068, 89, 316.02
2026/09/23 17:07:09.585, 42129, 46068, 96, 328.46
2026/09/23 17:07:10.587, 42129, 46068, 96, 323.61
2026/09/23 17:07:11.588, 42129, 46068, 93, 338.85
2026/09/23 17:07:12.590, 42129, 46068, 93, 335.89
2026/09/23 17:07:13.592, 42129, 46068, 96, 342.26
2026/09/23 17:07:14.595, 42129, 46068, 95, 345.24
2026/09/23 17:07:15.597, 42129, 46068, 96, 336.86
2026/09/23 17:07:16.598, 42129, 46068, 96, 341.01
2026/09/23 17:07:17.600, 42129, 46068, 97, 319.69
2026/09/23 17:07:18.602, 42129, 46068, 96, 325.28
2026/09/23 17:07:19.604, 42129, 46068, 92, 312.64
2026/09/23 17:07:20.606, 42129, 46068, 96, 333.01
2026/09/23 17:07:21.608, 42129, 46068, 96, 311.12
2026/09/23 17:07:22.610, 42129, 46068, 92, 320.98
2026/09/23 17:07:23.611, 42129, 46068, 90, 319.28
2026/09/23 17:07:24.613, 42129, 46068, 90, 320.35
2026/09/23 17:07:25.616, 42129, 46068, 93, 314.32
2026/09/23 17:07:26.617, 42129, 46068, 97, 328.56
2026/09/23 17:07:27.620, 42129, 46068, 93, 318.55
2026/09/23 17:07:28.621, 42129, 46068, 93, 319.10
2026/09/23 17:07:29.623, 42129, 46068, 96, 329.50
2026/09/23 17:07:30.625, 42129, 46068, 92, 320.76
2026/09/23 17:07:31.626, 42129, 46068, 93, 320.02
2026/09/23 17:07:32.629, 42129, 46068, 92, 330.01
2026/09/23 17:07:33.630, 42129, 46068, 90, 316.82
2026/09/23 17:07:34.632, 42129, 46068, 92, 324.17
2026/09/23 17:07:35.635, 42129, 46068, 96, 309.83
2026/09/23 17:07:36.637, 42129, 46068, 89, 326.48
2026/09/23 17:07:37.638, 42129, 46068, 93, 319.66
2026/09/23 17:07:38.640, 42129, 46068, 96, 328.15
2026/09/23 17:07:39.643, 42129, 46068, 96, 332.53
2026/09/23 17:07:40.644, 42129, 46068, 89, 335.62
2026/09/23 17:07:41.646, 42129, 46068, 96, 336.93
2026/09/23 17:07:42.648, 42129, 46068, 93, 339.46
2026/09/23 17:07:43.650, 42129, 46068, 100, 343.83
2026/09/23 17:07:44.652, 42129, 46068, 96, 349.01
2026/09/23 17:07:45.656, 42129, 46068, 96, 334.21
